date,action,ticker,price,note,analyst
2022-09-16,BUY,ZI,67.67,,Knox Ridley
2022-09-14,SELL,ASAN,105.09,,Knox Ridley
2022-09-13,SELL,BTCUSD,44105.0,,Knox Ridley
2022-09-13,BUY,MDB,476.32,,Knox Ridley
2022-09-13,BUY,AFRM,108.01,,Knox Ridley
2022-09-10,SELL,BTCUSD,45196.0,,Knox Ridley
2022-09-10,SELL,NIO,38.88,,Knox Ridley
2022-09-10,BUY,MDB,486.74,,Knox Ridley
2022-09-10,BUY,AFRM,108.44,,Knox Ridley
2022-09-09,SELL,BTCUSD,46489.0,,Knox Ridley
2022-09-09,SELL,ETHUSD,3531.0,,Knox Ridley
2022-09-03,BUY,BTCUSD,50761.0,,Knox Ridley
2022-09-01,SELL,ZM,293.59,,Knox Ridley
2022-09-01,SELL,PLUG,27.04,,Knox Ridley
2022-09-01,SELL,DOCU,298.38,,Knox Ridley
2022-08-27,SELL,MRVL,61.27,,Knox Ridley
2022-08-25,BUY,ESTC,156.44,,Knox Ridley
2022-08-25,SELL,ASAN,75.5,,Knox Ridley
2022-08-25,SELL,VUZI,12.87,,Knox Ridley
2022-08-25,SELL,ASAN,75.5,,Knox Ridley
2022-08-23,BUY,RIOT,35.7,,Knox Ridley
2022-08-23,SELL,IWO,296.24,,Knox Ridley
2022-08-21,BUY,LINK,28.36,,Knox Ridley
2022-08-21,BUY,ETH,3268.52,,Knox Ridley
2022-08-20,BUY,BTCUSD,48773.0,,Knox Ridley
2022-08-20,SELL,IWO,289.85,,Knox Ridley
2022-08-20,BUY,BTCUSD,48644.3,,Knox Ridley
2022-08-18,SELL,IWO,288.66,,Knox Ridley
2022-08-17,SELL,MGNI,25.56,,Knox Ridley
2022-08-17,SELL,ARKG,78.92,,Knox Ridley
2022-08-17,SELL,PLUG,25.44,,Knox Ridley
2021-08-16,SELL,MGNI,27.5,,Knox Ridley
2021-08-16,BUY,SNAP,70.4,,Knox Ridley
2021-08-16,BUY,SHOP,1489.0,,Knox Ridley
2021-08-16,BUY,ROKU,347.33,,Knox Ridley
2021-08-10,SELL,ETHUSD,3092.0,,Knox Ridley
2021-08-07,SELL,ETHUSD,3103.0,,Knox Ridley
2021-08-06,BUY,XPEV,41.05,,Knox Ridley
2021-08-05,SELL,LINKUSD,23.96,,Knox Ridley
2021-08-05,SELL,ETHUSD,2715.0,,Knox Ridley
2021-08-05,SELL,BTCUSD,39458.0,,Knox Ridley
2021-08-04,SELL,AMD,118.97,,Knox Ridley
2021-08-04,BUY,VYGVF,14.51,,Knox Ridley
2021-08-03,SELL,LINKUSD,23.49,,Knox Ridley
2021-07-30,BUY,PLUG,26.8,,Knox Ridley
2021-07-30,BUY,ARKG,85.02,,Knox Ridley
2021-07-26,SELL,SNOW,268.14,,Knox Ridley
2021-07-26,SELL,DOCU,307.3,,Knox Ridley
2021-07-26,SELL,SNOW,269.11,,Knox Ridley
2021-07-22,SELL,NVDA,194.0,,Knox Ridley
2021-07-22,SELL,BTCUSD,32008.0,,Knox Ridley
2021-07-21,BUY,PLUG,27.86,,Knox Ridley
2021-07-21,BUY,ZM,349.1,,Knox Ridley
2021-07-20,BUY,ARKG,83.35,,Knox Ridley
2021-07-19,BUY,ARKG,83.35,,Knox Ridley
2021-07-19,BUY,PATH,58.8,,Knox Ridley
2021-07-16,BUY,VYGVF,11.76,,Knox Ridley
2021-07-16,BUY,XPEV,38.96,,Knox Ridley
2021-07-16,SELL,ATOM,18.34,,Knox Ridley
2021-07-16,BUY,FUBO,25.94,,Knox Ridley
2021-07-14,BUY,ETHUSD,1882.83,,Knox Ridley
2021-07-12,BUY,STEM,31.17,,Knox Ridley
2021-07-09,BUY,PATH,67.7,,Knox Ridley
2021-07-09,BUY,VYGVF,15.89,,Knox Ridley
2021-07-09,BUY,VUVI,16.98,,Knox Ridley
2021-07-09,BUY,AMD,89.73,,Knox Ridley
2021-07-08,BUY,STEM,32.61,,Knox Ridley
2021-07-08,BUY,PATH,64.59,,Knox Ridley
2021-07-08,BUY,NIO,43.89,,Knox Ridley
2021-07-08,BUY,XPEV,38.66,,Knox Ridley
2021-07-07,SELL,QQQ,360.92,,Knox Ridley
2021-07-07,BUY,FUBO,27.9,,Knox Ridley
2021-07-06,SELL,NVDA,826.5,,Knox Ridley
2021-07-02,SELL,ZM,388.0,,Knox Ridley
2021-07-02,BUY,PATH,66.97,,Knox Ridley
2021-07-02,BUY,MGNI,33.14,,Knox Ridley
2021-07-02,BUY,ROKU,439.9,,Knox Ridley
2021-07-01,SELL,FVRR,239.66,,Knox Ridley
2021-07-01,SELL,ASAN,61.42,,Knox Ridley
2021-06-29,SELL,QCOM,142.51,,Knox Ridley
2021-06-29,SELL,FVRR,245.0,,Knox Ridley
2021-06-26,BUY,LINKUSD,16.39,,Knox Ridley
2021-06-26,BUY,BTCUSD,31384.0,,Knox Ridley
2021-06-24,SELL,SNOW,248.9,,Knox Ridley
2021-06-24,SELL,FUTU,169.7,,Knox Ridley
2021-06-23,BUY,VUZI,17.07,,Knox Ridley
2021-06-22,SELL,U,110.5,,Knox Ridley
2021-06-22,SELL,NVDA,751.92,,Knox Ridley
2021-06-18,SELL,SNOW,247.34,,Knox Ridley
2021-06-18,SELL,XPEV,45.03,,Knox Ridley
2021-06-18,SELL,ASAN,55.05,,Knox Ridley
2021-06-16,BUY,VUZI,16.49,,Knox Ridley
2021-06-16,BUY,PATH,69.0,,Knox Ridley
2021-06-16,SELL,SE,273.3,,Knox Ridley
2021-06-14,BUY,BTCUSD,39255.46,,Knox Ridley
2021-06-11,SELL,QQQ,340.57,,Knox Ridley
2021-06-10,BUY,SNAP,61.81,,Knox Ridley
2021-06-09,SELL,TDOC,155.9,,Knox Ridley
2021-06-09,BUY,ATOM,28.5,,Knox Ridley
2021-06-09,BUY,VUZI,18.45,,Knox Ridley
2021-06-08,SELL,PINS,66.57,,Knox Ridley
2021-06-07,SELL,QCOM,133.38,,Knox Ridley
2021-06-03,BUY,FUTU,144.0,,Knox Ridley
2021-06-02,BUY,PATH,78.6,,Knox Ridley
2021-05-28,BUY,PATH,80.8,,Knox Ridley
2021-05-28,BUY,ETHUSD,2537.0,,Knox Ridley
2021-05-25,BUY,BTCUSD,37824.0,,Knox Ridley
2021-05-20,SELL,IWO,290.6,,Knox Ridley
2021-05-20,BUY,ASAN,33.25,,Knox Ridley
2021-05-19,SELL,IWO,285.9,,Knox Ridley
2021-05-19,SELL,LINKUSD,31.66,,Knox Ridley
2021-05-19,BUY,BTCUSD,38759.0,,Knox Ridley
2021-05-19,BUY,ETHUSD,2889.0,,Knox Ridley
2021-05-19,BUY,LINKUSD,39.44,,Knox Ridley
2021-05-19,BUY,ETHUSD,3127.0,,Knox Ridley
2021-05-19,BUY,BTCUSD,4098.0,,Knox Ridley
2021-05-18,BUY,PATH,72.21,,Knox Ridley
2021-05-18,SELL,IWO,288.0,,Knox Ridley
2021-05-17,BUY,ROKU,308.24,,Knox Ridley
2021-05-17,SELL,XPEV,25.2,,Knox Ridley
2021-05-13,BUY,SNOW,185.34,,Knox Ridley
2021-05-13,SELL,FUTU,112.7,,Knox Ridley
2021-05-13,SELL,LINKUSD,43.78,,Knox Ridley
2021-05-13,SELL,BTCUSD,50098.0,,Knox Ridley
2021-05-12,BUY,SNAP,51.7,,Knox Ridley
2021-05-12,BUY,DDOG,77.17,,Knox Ridley
2021-05-11,SELL,CCIV,17.89,,Knox Ridley
2021-05-11,SELL,LINKUSD,46.58,,Knox Ridley
2021-05-11,SELL,ETHUSD,3903.0,,Knox Ridley
2021-05-11,SELL,BTCUSD,55707.0,,Knox Ridley
2021-05-10,SELL,ARKK,104.5,,Knox Ridley
2021-05-09,SELL,BTCUSD,58191.0,,Knox Ridley
2021-05-09,SELL,LINKUSD,50.9,,Knox Ridley
2021-05-07,BUY,U,91.0,,Knox Ridley
2021-05-07,BUY,SNOW,211.7,,Knox Ridley
2021-05-06,BUY,TWLO,306.4,,Knox Ridley
2021-05-06,BUY,SHOP,1088.6,,Knox Ridley
2021-05-06,BUY,ZM,289.7,,Knox Ridley
2021-05-06,BUY,SE,236.8,,Knox Ridley
2021-05-06,BUY,FVRR,176.1,,Knox Ridley
2021-05-05,SELL,ATER,16.1,,Knox Ridley
2021-05-04,SELL,ETHUSD,3292.3,,Knox Ridley
2021-05-04,SELL,ARKK,112.8,,Knox Ridley
2021-05-04,BUY,SNAP,55.4,,Knox Ridley
2021-05-03,BUY,SHOP,1134.46,,Knox Ridley
2021-04-29,BUY,FUBO,20.45,,Knox Ridley
2021-04-28,SELL,CRWD,221.9,,Knox Ridley
2021-04-26,SELL,FUTU,150.3,,Knox Ridley
2021-04-21,SELL,ARKK,121.3,,Knox Ridley
2021-04-19,SELL,TSLA,708.1,,Knox Ridley
2021-04-18,SELL,LINKUSD,35.05,,Knox Ridley
2021-04-17,SELL,BTCUSD,6027.0,,Knox Ridley
2021-04-09,BUY,STPK,29.37,,Knox Ridley
2021-04-05,SELL,QQQ,329.6,,Knox Ridley
2021-04-05,BUY,FUTU,147.8,,Knox Ridley
2021-03-31,BUY,SNOW,225.9,,Knox Ridley
2021-03-30,BUY,SNAP,48.8,,Knox Ridley
2021-03-29,BUY,ETHUSD,1773.0,,Knox Ridley
2021-03-26,BUY,CRWD,176.5,,Knox Ridley
2021-03-26,BUY,VYGVF,23.91,,Knox Ridley
2021-03-26,BUY,SE,208.4,,Knox Ridley
2021-03-26,BUY,SNOW,222.7,,Knox Ridley
2021-03-25,SELL,AMWL,17.05,,Knox Ridley
2021-03-25,SELL,PLUG,32.6,,Knox Ridley
2021-03-25,SELL,BTCUSD,521.15,,Knox Ridley
2021-03-24,SELL,VYGVF,20.53,,Knox Ridley
2021-03-24,BUY,NIO,37.56,,Knox Ridley
2021-03-24,BUY,XPEV,31.5,,Knox Ridley
2021-03-23,BUY,KC,43.75,,Knox Ridley
2021-03-22,SELL,QQQ,316.1,,Knox Ridley
2021-03-19,SELL,BAND,123.25,,Knox Ridley
2021-03-19,BUY,ZM,321.17,,Knox Ridley
2021-03-05,BUY,MWK,32.9,,Knox Ridley
2021-03-05,BUY,VYGVF,11.9,,Knox Ridley
2021-03-05,BUY,U,90.7,,Knox Ridley
2021-03-04,BUY,NVDA,488.5,,Knox Ridley
2021-03-04,SELL,ACTC,15.88,,Knox Ridley
2021-03-04,BUY,TWLO,344.7,,Knox Ridley
2021-03-04,BUY,TSLA,628.4,,Knox Ridley
2021-03-04,SELL,SOXX,404.02,,Knox Ridley
2021-03-04,SELL,QQQ,308.6,,Knox Ridley
2021-03-03,BUY,NIO,41.57,,Knox Ridley
2021-02-24,BUY,XPEV,38.09,,Knox Ridley
2021-02-23,SELL,LINKUSD,24.0,,Knox Ridley
2021-02-23,BUY,U,109.9,,Knox Ridley
2021-02-23,BUY,ZM,370.1,,Knox Ridley
2021-02-23,BUY,KC,60.36,,Knox Ridley
2021-02-23,BUY,TWLO,374.0,,Knox Ridley
2021-02-23,BUY,CCIV,32.5,,Knox Ridley
2021-02-23,BUY,PLUG,43.5,,Knox Ridley
2021-02-23,SELL,BIGC,61.6,,Knox Ridley
2021-02-23,SELL,BTCUSD,52450.0,,Knox Ridley
2021-02-18,SELL,MSFT,243.6,,Knox Ridley
2021-02-18,BUY,KC,62.44,,Knox Ridley
2021-02-16,BUY,NVDA,613.65,,Knox Ridley
2021-02-16,BUY,BAND,194.1,,Knox Ridley
2021-02-16,BUY,ASAN,40.08,,Knox Ridley
2021-02-11,BUY,STPK,37.7,,Knox Ridley
2021-02-08,BUY,STPK,37.37,,Knox Ridley
2021-02-08,SELL,INSG,20.08,,Knox Ridley
2021-02-03,BUY,ACTC,25.8,,Knox Ridley
2021-02-03,BUY,VYGVF,10.0,,Knox Ridley
2021-02-03,BUY,XPEV,47.4,,Knox Ridley
2021-02-03,BUY,FVRR,238.4,,Knox Ridley
2021-02-01,BUY,TEST-0131-1,12.34,,Knox Ridley
2021-01-29,SELL,IPOE,22.2,,Knox Ridley
2021-01-29,BUY,IPOE,25.8,,Knox Ridley
2021-01-29,BUY,IPOE,25.8,,Knox Ridley
2021-01-22,BUY,XPEV,55.1,,Knox Ridley
2021-01-19,SELL,SOXX,414.7,,Knox Ridley
2021-01-19,SELL,SOXX,414.7,,Knox Ridley
2021-01-15,SELL,QQQ,314.6,,Knox Ridley
2021-01-14,BUY,BIGC,62.05,,Knox Ridley
